Accession,Planting,Country,State,County,Google_Latitude,Google_Longitude,PosNum,LCMSplantingID,Ozark_Chinquapin,ID,num_traits,Date,num_values,Surv,Notes,sEmergeDate,lEmergeDate
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,leafN,2024-08-15,13,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,leafN,2024-09-17,14,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,leafW,2024-05-03,1.7,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,leafW,2024-06-13,4.1,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,leafW,2024-07-12,4.5,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,leafW,2024-08-15,4.7,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,leafW,2024-09-17,4.4,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,stLeng,2024-05-03,6.8,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,stLeng,2024-06-13,9.3,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,stLeng,2024-07-12,9,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,stLeng,2024-08-15,10,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,stLeng,2024-09-17,9.7,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,stNum,2024-05-03,1,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,stNum,2024-06-13,1,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,stNum,2024-07-12,1,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,stNum,2024-08-15,1,Y,NA,2024-03-25,2024-04-22
2024-0276,12,United States,Arkansas,Searcy,35.24302748,-91.73355094,127,2024-0276-12,TRUE,107 - 12,stNum,2024-09-17,1,Y,NA,2024-03-25,2024-04-22
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,basDia,2024-05-03,NA,Y,Too small to measure basal diameter.,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,basDia,2024-06-13,0.72,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,basDia,2024-07-12,0.72,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,basDia,2024-08-15,1.31,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,basDia,2024-09-17,1.95,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafL,2024-05-03,NA,Y,Too small to measure basal diameter.,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafL,2024-06-13,0.6,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafL,2024-07-12,5,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafL,2024-08-15,7.9,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafL,2024-09-17,13.2,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafN,2024-05-03,0,Y,Too small to measure basal diameter.,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafN,2024-06-13,2,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafN,2024-07-12,4,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafN,2024-08-15,6,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafN,2024-09-17,10,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafW,2024-05-03,NA,Y,Too small to measure basal diameter.,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafW,2024-06-13,0.1,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafW,2024-07-12,2.4,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafW,2024-08-15,3.2,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,leafW,2024-09-17,5.7,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,stLeng,2024-05-03,0.3,Y,Too small to measure basal diameter.,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,stLeng,2024-06-13,2,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,stLeng,2024-07-12,4.3,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,stLeng,2024-08-15,4.8,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,stLeng,2024-09-17,8.7,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,stNum,2024-05-03,1,Y,Too small to measure basal diameter.,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,stNum,2024-06-13,1,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,stNum,2024-07-12,1,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,stNum,2024-08-15,1,Y,NA,NA,NA
2024-0259,21,United States,Delaware,Sussex,38.67337721,-75.40021525,131,2024-0259-21,FALSE,45 - 21,stNum,2024-09-17,2,Y,NA,NA,NA
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,basDia,2024-05-03,2.15,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,basDia,2024-06-13,3.17,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,basDia,2024-07-12,3.33,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,basDia,2024-08-15,3.32,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,basDia,2024-09-17,3.12,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafL,2024-05-03,11.8,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafL,2024-06-13,12,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafL,2024-07-12,12,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafL,2024-08-15,11.6,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafL,2024-09-17,9.2,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafN,2024-05-03,9,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafN,2024-06-13,9,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafN,2024-07-12,9,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafN,2024-08-15,6,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafN,2024-09-17,5,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafW,2024-05-03,5.3,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafW,2024-06-13,5.1,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafW,2024-07-12,5.4,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafW,2024-08-15,5.1,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,leafW,2024-09-17,4.9,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,stLeng,2024-05-03,11.6,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,stLeng,2024-06-13,11.4,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,stLeng,2024-07-12,11.6,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,stLeng,2024-08-15,11.6,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,stLeng,2024-09-17,11.7,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,stNum,2024-05-03,1,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,stNum,2024-06-13,1,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,stNum,2024-07-12,1,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,stNum,2024-08-15,1,Y,NA,NA,2024-02-28
2024-0242,15,United States,Oklahoma,Adair,35.90077701,-94.66359708,132,2024-0242-15,TRUE,22 - 15,stNum,2024-09-17,1,Y,NA,NA,2024-02-28
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,basDia,2024-05-03,2.06,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,basDia,2024-06-13,2.7,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,basDia,2024-07-12,3.08,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,basDia,2024-08-15,3.62,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,basDia,2024-09-17,3.85,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafL,2024-05-03,8.7,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafL,2024-06-13,8.6,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafL,2024-07-12,8.5,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafL,2024-08-15,8.1,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafL,2024-09-17,10,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafN,2024-05-03,3,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafN,2024-06-13,5,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafN,2024-07-12,5,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafN,2024-08-15,5,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafN,2024-09-17,10,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafW,2024-05-03,4.5,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafW,2024-06-13,4.7,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafW,2024-07-12,4.9,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafW,2024-08-15,4.8,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,leafW,2024-09-17,4.8,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,stLeng,2024-05-03,9.8,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,stLeng,2024-06-13,11.3,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,stLeng,2024-07-12,11.2,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,stLeng,2024-08-15,11.5,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,stLeng,2024-09-17,11.2,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,stNum,2024-05-03,1,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,stNum,2024-06-13,1,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,stNum,2024-07-12,1,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,stNum,2024-08-15,1,Y,NA,2024-03-18,2024-04-22
2024-0250,11,United States,Missouri,Barry,36.71275301,-93.84828622,134,2024-0250-11,TRUE,31 - 11,stNum,2024-09-17,1,Y,NA,2024-03-18,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,basDia,2024-05-03,1.05,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,basDia,2024-06-13,1.39,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,basDia,2024-07-12,1.64,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,basDia,2024-08-15,1.74,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,basDia,2024-09-17,2.22,Y,Curled leaves.,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafL,2024-05-03,0.3,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafL,2024-06-13,0.9,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafL,2024-07-12,NA,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafL,2024-08-15,3.6,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafL,2024-09-17,3.8,Y,Curled leaves.,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafN,2024-05-03,1,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafN,2024-06-13,4,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafN,2024-07-12,1,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafN,2024-08-15,5,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafN,2024-09-17,7,Y,Curled leaves.,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafW,2024-05-03,0.2,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafW,2024-06-13,0.5,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafW,2024-07-12,NA,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafW,2024-08-15,1.7,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,leafW,2024-09-17,2.1,Y,Curled leaves.,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,stLeng,2024-05-03,2.6,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,stLeng,2024-06-13,3.7,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,stLeng,2024-07-12,3.5,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,stLeng,2024-08-15,6.3,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,stLeng,2024-09-17,7.7,Y,Curled leaves.,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,stNum,2024-05-03,2,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,stNum,2024-06-13,2,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,stNum,2024-07-12,1,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,stNum,2024-08-15,1,Y,NA,2024-03-25,2024-04-22
2024-0276,18,United States,Arkansas,Searcy,35.24302748,-91.73355094,135,2024-0276-18,TRUE,107 - 18,stNum,2024-09-17,2,Y,Curled leaves.,2024-03-25,2024-04-22
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,basDia,2024-05-03,NA,N,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,basDia,2024-06-13,1.25,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,basDia,2024-07-12,NA,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,basDia,2024-08-15,2.08,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,basDia,2024-09-17,3.44,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafL,2024-05-03,NA,N,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafL,2024-06-13,6.5,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafL,2024-07-12,8.2,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafL,2024-08-15,9.2,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafL,2024-09-17,8,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafN,2024-05-03,NA,N,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafN,2024-06-13,6,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafN,2024-07-12,8,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafN,2024-08-15,10,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafN,2024-09-17,15,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafW,2024-05-03,NA,N,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafW,2024-06-13,3.3,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafW,2024-07-12,4,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafW,2024-08-15,3.6,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,leafW,2024-09-17,4,Y,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,stLeng,2024-05-03,NA,N,NA,NA,2024-06-03
2024-0267,2,United States,Texas,Cass,33.08135175,-94.3495186,137,2024-0267-2,TRUE,80 - 2,stLeng,2024-06-13,9.3,Y,NA,NA,2024-06-03
