PosNum,LCMSplantingID,Accession,Planting,Ozark_Chinquapin,ID,Date.1,sEmerge.1,lEmerge.1,Surv.1,basDia.1,stNum.1,stLeng.1,leafL.1,leafW.1,leafN.1,L.stg.1.1,L.stg.2.1,L.stg.3.1,L.stg.4.1,Notes.1,Date.2,sEmerge.2,lEmerge.2,Surv.2,stNum.2,stLeng.2,basDia.2,leafN.2,leafL.2,leafW.2,Notes.2,Date.3,sEmerge.3,lEmerge.3,sEmergeDate,lEmergeDate,Surv.3,stNum.3,stLeng.3,basDia.3,leafN.3,leafL.3,leafW.3,Notes.3,Date.4,Surv.4,stNum.4,stLeng.4,basDia.4,leafN.4,leafL.4,leafW.4,Notes.4,Date.5,Surv.5,stNum.5,stLeng.5,basDia.5,leafN.5,leafL.5,leafW.5,Notes.5
332,2024-0246-1,2024-0246,1,T,27 - 1,5/3/24,Y,Y,Y,2.92,1,13.7,13.1,6.6,9,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,13.8,3.7,10,12.8,5.3,,7/12/24,Y,Y,2/13/24,2/20/24,Y,1,13.9,3.79,9,11.2,5.9,,8/15/24,Y,1,14.4,4.12,0,NA,NA,"All (10 ) leaves are dead on stem, may still be alive. ",9/17/24,Y,1,14.8,3.37,9,11,5.3,Leaves senescent. 
333,2024-0246-5,2024-0246,5,T,27 - 5,5/3/24,N,N,Y,1.36,1,1.3,NA,NA,0,Y,N,N,N,Broken stem; resprouting.,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
334,2024-0274-8,2024-0274,8,T,103 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
335,2024-0260-15,2024-0260,15,T,48 - 15,5/3/24,Y,N,Y,1.63,1,9.2,2.3,1.9,8,Y,Y,N,Y,Curled leaf measured,6/13/24,Y,N,Y,1,11.6,2,15,6.7,3.2,,7/12/24,Y,N,3/18/24,,Y,1,12.5,2.92,14,9.6,4.4,,8/15/24,Y,1,13,4.06,13,9.6,4.6,,9/17/24,Y,2,13.2,2.44,21,13.6,6.8,"New stem taller than old stem, measured tallest. "
336,2024-0228-5,2024-0228,5,F,4 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
337,2024-0257-12,2024-0257,12,T,42 - 12,5/3/24,Y,Y,Y,2.1,1,10.4,9.4,4.4,7,Y,Y,N,Y,,6/13/24,Y,Y,Y,1,10.1,2.93,8,9.9,4.9,,7/12/24,Y,Y,3/11/24,4/1/24,Y,1,10,3.43,8,9.1,4.5,,8/15/24,Y,1,10.6,3.58,8,9.3,5.2,,9/17/24,Y,1,11,3.38,8,9.5,4.4,
338,2024-0240-3,2024-0240,3,T,18 - 3,5/3/24,Y,Y,Y,1.68,1,10.8,7.3,3.1,5,Y,Y,N,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,11,2.55,6,10.1,3.7,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,10.5,3.38,6,9.6,4,,8/15/24,Y,2,11.2,3.75,6,9.8,4.2,"Second, small stem just emerging from soil",9/17/24,Y,2,16.9,3.45,21,10.2,4,"New stem taller than old stem, measured tallest. "
339,2024-0261-9,2024-0261,9,T,49 - 9,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
340,2024-0249-6,2024-0249,6,T,30 - 6,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
341,2024-0273-7,2024-0273,7,T,97 - 7,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
342,2024-0259-15,2024-0259,15,F,45 - 15,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
343,2024-0248-7,2024-0248,7,T,29 - 7,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
344,2024-0260-3,2024-0260,3,T,48 - 3,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
345,2024-0237-3,2024-0237,3,T,13 - 3,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
346,2024-0266-3,2024-0266,3,T,76 - 3,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
347,2024-0259-7,2024-0259,7,F,45 - 7,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
348,2024-0227-10,2024-0227,10,T,3 - 10,5/3/24,N,Y,Y,1.45,1,9.8,9,3.8,6,Y,Y,Y,Y,,6/13/24,N,Y,Y,1,12.7,2.12,8,9.2,3.7,,7/12/24,N,Y,-,3/25/24,Y,1,12.5,3.12,10,9,3.9,,8/15/24,Y,1,13,3.64,9,9.3,4.2,,9/17/24,Y,3,13.3,2.58,20,10.9,4.1,Measured tallest stem 
349,2024-0241-7,2024-0241,7,T,19 - 7,5/3/24,Y,Y,Y,2.23,1,7.3,2.5,1.7,7,Y,N,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,9.3,1.39,12,2.8,2.1,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,8.1,2.95,11,6,3,,8/15/24,Y,1,10.4,5.36,17,8.3,3.5,"Most leaves are small, several are browning",9/17/24,Y,1,11.9,5.49,20,9.9,4.5,Has two smaller stems that died.
350,2024-0264-2,2024-0264,2,T,61 - 2,5/3/24,Y,Y,Y,1.39,1,3.8,4.5,1.9,3,Y,N,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,6.7,1.57,6,8.5,4.1,,7/12/24,Y,Y,3/18/24,4/8/24,Y,1,6.9,2.53,6,8.1,4.3,,8/15/24,Y,1,6.6,2.61,9,8.6,4.3,"Branching from nodes very near soil level, not counted as additional stems",9/17/24,Y,2,15.6,2.3,13,12.3,5.6,"New stem taller than old stem, measured tallest. "
351,2024-0241-4,2024-0241,4,T,19 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
352,2024-0246-11,2024-0246,11,T,27 - 11,5/3/24,Y,Y,Y,2.5,1,12.2,9.9,5.1,6,Y,N,N,Y,,6/13/24,Y,Y,Y,1,11.9,2.73,7,9.8,5.1,,7/12/24,Y,Y,3/11/24,3/25/24,Y,1,12.2,3.5,7,12,5,,8/15/24,Y,1,12.8,3.75,10,11.5,5.2,,9/17/24,Y,3,12.5,2.98,17,9.9,5,"2 young stems at base, may outgrow original stem by next sampling."
353,2024-0238-10,2024-0238,10,T,16 - 10,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
354,2024-0226-13,2024-0226,13,T,2 - 13,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
355,2024-0242-20,2024-0242,20,T,22 - 20,5/3/24,Y,Y,Y,2.14,1,6.3,2.1,1.3,6,Y,Y,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,7.3,1.81,9,12.3,5.7,,7/12/24,Y,Y,2/20/24,4/15/24,Y,1,7.4,2.82,9,11.5,5.5,,8/15/24,Y,1,12.4,3.7,14,11.6,5.9,,9/17/24,Y,1,15.5,4.84,16,15.7,7.6,
356,2024-0277-5,2024-0277,5,T,108 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
357,2024-0257-7,2024-0257,7,T,42 - 7,5/3/24,Y,Y,Y,2.51,1,10.8,9.9,5.7,8,Y,Y,N,N,,6/13/24,Y,Y,Y,1,10.9,2.71,8,9.1,5.1,,7/12/24,Y,Y,3/18/24,4/1/24,Y,1,10.4,3.37,8,7.6,4.5,,8/15/24,Y,3,10.7,4.11,16,10.1,5.5,,9/17/24,Y,3,13.8,3.75,18,12.2,6.3,"New stem taller than old stem, measured tallest. "
358,2024-0234-7,2024-0234,7,T,10 - 7,5/3/24,Y,Y,Y,2.57,1,10.3,8.6,4.3,6,Y,N,Y,N,Ripped the third biggest leaf with the calipers,6/13/24,Y,Y,Y,1,10.4,2.51,7,10,4,,7/12/24,Y,Y,3/5/24,4/8/24,Y,1,10.5,3.22,7,8.4,3.9,,8/15/24,Y,1,11,4.65,7,10.3,4,,9/17/24,Y,3,11.3,3.08,22,9.2,5.1,
359,2024-0265-7,2024-0265,7,T,66 - 7,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/13/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
360,2024-0274-14,2024-0274,14,T,103 - 14,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
361,2024-0234-10,2024-0234,10,T,10 - 10,5/3/24,Y,N,Y,1.39,1,1,NA,NA,0,Y,N,N,N,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/11/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
362,2024-0249-5,2024-0249,5,T,30 - 5,5/3/24,N,Y,Y,1.13,1,6.2,6.2,2.6,5,Y,Y,Y,N,,6/13/24,N,Y,Y,1,9.4,1.64,9,8,3.3,,7/12/24,N,Y,-,4/1/24,Y,1,9.7,2.53,10,7.2,3,,8/15/24,Y,1,10.3,3.72,12,8.1,3.2,,9/17/24,Y,1,10.8,2.52,13,8.5,3.4,
363,2024-0263-5,2024-0263,5,T,53 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
364,2024-0277-4,2024-0277,4,T,108 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
365,2024-0243-5,2024-0243,5,T,23 - 5,5/3/24,Y,Y,Y,1.93,1,8.7,6.9,3.2,7,Y,Y,N,N,,6/13/24,Y,Y,Y,1,9,2.77,8,10.1,5.2,,7/12/24,Y,Y,3/5/24,3/11/24,Y,1,8.8,3.25,8,10.5,4.7,,8/15/24,Y,1,9,3.44,8,10.6,5.5,,9/17/24,Y,1,11.8,4.06,15,15.9,7,"Looks like two stems, but just one split at base. "
366,2024-0259-16,2024-0259,16,F,45 - 16,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
367,2024-0240-9,2024-0240,9,T,18 - 9,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
368,2024-0230-5,2024-0230,5,F,6 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,Y,1,4.4,0.78,3,1.1,0.5,,8/15/24,Y,1,9.2,1.81,8,7.2,3.5,,9/17/24,Y,1,12.5,1.77,11,12.2,6.4,
369,2024-0251-4,2024-0251,4,T,37 - 4,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,3/18/24,5/28/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
370,2024-0242-10,2024-0242,10,T,22 - 10,5/3/24,N,Y,Y,2.91,1,10.8,10.9,4.6,11,Y,Y,Y,N,,6/13/24,N,Y,Y,1,10.2,2.32,11,11.3,5.6,,7/12/24,N,Y,-,2/28/24,Y,1,10.1,3.55,9,11.7,5.6,,8/15/24,Y,1,10.7,3.89,0,NA,NA,"Four dead leaves on soil surface, no leaves on plant, survival uncertain",9/17/24,Y,1,12.8,3.22,9,9.6,4.2,
371,2024-0233-4,2024-0233,4,F,9 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
372,2024-0225-16,2024-0225,16,T,1 - 16,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
373,2024-0239-6,2024-0239,6,T,17 - 6,5/3/24,N,Y,Y,1.43,1,9.4,6.6,2.9,5,Y,Y,Y,N,Curled leaf measured,6/13/24,N,Y,Y,1,10.9,1.89,10,9.3,4.2,,7/12/24,N,Y,-,3/18/24,Y,1,9.3,3.07,9,9.2,3.7,,8/15/24,Y,1,10.9,3.37,14,9.6,4.5,,9/17/24,Y,1,12.7,3.6,15,10.6,5.2,
374,2024-0264-7,2024-0264,7,T,61 - 7,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/5/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
375,2024-0234-4,2024-0234,4,T,10 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
376,2024-0226-14,2024-0226,14,T,2 - 14,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,Y,1,3.8,1.56,5,2.6,1.4,,7/12/24,N,Y,-,5/28/24,Y,1,5.7,1.6,6,5.5,2.6,,8/15/24,Y,1,15.1,2.3,15,11.1,3.8,,9/17/24,Y,1,20.4,3.1,20,14.2,5.4,
377,2024-0275-11,2024-0275,11,F,105 - 11,5/3/24,N,Y,Y,2,1,10.6,9.1,4.3,7,Y,Y,Y,N,,6/13/24,N,Y,Y,1,15.3,3.17,9,9.2,4.2,,7/12/24,N,Y,-,3/11/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
378,2024-0239-4,2024-0239,4,T,17 - 4,5/3/24,Y,Y,Y,1.99,1,11.5,5.4,3.4,5,Y,Y,N,N,Curled leaf measured,6/13/24,Y,Y,Y,1,12.2,2.16,7,6.7,3.4,,7/12/24,Y,Y,2/28/24,4/15/24,Y,1,15.9,3.86,9,9.1,4.1,,8/15/24,Y,1,16.8,4.2,0,NA,NA,"All (10) leaves dead on stem, survival of individual is uncertain. ",9/17/24,N,1,12.2,2.72,10,8.5,4.1,"Buds don't look alive, but measured anyway. "
379,2024-0277-1,2024-0277,1,T,108 - 1,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,Y,1,11.1,3.4,7,7.3,3.3,,8/15/24,Y,1,12.7,4.1,7,7.6,3.7,,9/17/24,Y,2,13.4,2.42,16,10.8,5.4,
380,2024-0238-5,2024-0238,5,T,16 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
381,2024-0250-5,2024-0250,5,T,31 - 5,5/3/24,Y,Y,Y,1.64,1,4.3,3.3,2.2,8,Y,Y,N,N,Curled leaf measured,6/13/24,Y,Y,Y,1,6.6,2.87,11,9.3,4.6,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,7,2.79,12,9.1,4,,8/15/24,Y,1,6.9,3.84,12,9.6,4.6,,9/17/24,Y,1,7,3.2,17,9,4.2,"1 stem, twice split at base with 2 lateral stems. "
382,2024-0249-1,2024-0249,1,T,30 - 1,5/3/24,N,Y,Y,2.95,1,10.2,9.1,3.7,11,Y,Y,N,N,,6/13/24,N,Y,Y,1,13.8,4.05,10,9.4,3.6,,7/12/24,N,Y,-,2/28/24,Y,1,11.1,5.02,10,9.5,3.9,,8/15/24,Y,1,14.8,5.11,10,9.7,4,,9/17/24,N,1,14.8,4.32,11,9.2,4.8,"No buds look alive, measured anyway."
383,2024-0265-6,2024-0265,6,T,66 - 6,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,2/28/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
384,2024-0237-11,2024-0237,11,T,13 - 11,5/3/24,Y,Y,Y,2.17,1,11.4,8.8,3.9,6,Y,Y,N,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,11.9,2.81,7,9.6,3.6,,7/12/24,Y,Y,3/18/24,4/1/24,Y,1,12.1,3.55,6,9.3,3.8,,8/15/24,Y,1,12.3,3.53,6,9.5,3.8,,9/17/24,Y,1,12.8,3.23,13,9,4.1,
385,2024-0261-3,2024-0261,3,T,49 - 3,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,Y,5/6/24,5/13/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
386,2024-0249-11,2024-0249,11,T,30 - 11,5/3/24,N,N,Y,NA,1,0.9,NA,NA,0,Y,N,N,Y,,6/13/24,N,N,Y,1,5.7,1.57,6,6.3,3.3,,7/12/24,N,Y,-,5/6/24,Y,1,6.2,1.7,6,7.2,3.7,,8/15/24,Y,1,11.7,1.85,13,9.8,3.7,,9/17/24,Y,1,20.8,3.36,17,15.5,5.8,
387,2024-0254-9,2024-0254,9,F,38 - 9,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,Y,1,0.8,DNR,0,NA,NA,,7/12/24,Y,N,3/5/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,Y,1,1.5,DNR,1,DNR,DNR,Re-sprouting,9/17/24,Y,1,3.7,1.1,4,4.8,2.7,
388,2024-0266-18,2024-0266,18,T,76 - 18,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
389,2024-0234-6,2024-0234,6,T,10 - 6,5/3/24,Y,Y,Y,2.08,1,10.8,7.2,3.4,6,Y,Y,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,10.8,2.77,7,8,3.9,,7/12/24,Y,Y,3/11/24,4/15/24,Y,1,10.8,3.62,7,8.5,3.6,,8/15/24,Y,1,11.3,4.78,10,9.1,3.5,,9/17/24,Y,2,10.5,2.9,14,13.8,5.1,
390,2024-0263-2,2024-0263,2,T,53 - 2,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
391,2024-0233-7,2024-0233,7,F,9 - 7,5/3/24,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/5/24,,Y,1,2.1,1.13,4,0.7,0.3,,8/15/24,Y,1,6.9,1.64,11,6.6,2.4,,9/17/24,Y,1,13.7,2.75,16,11.4,4.3,
392,2024-0232-1,2024-0232,1,T,8 - 1,5/3/24,N,Y,Y,2.45,1,11.4,13.1,7.3,7,Y,Y,N,Y,,6/13/24,N,Y,Y,1,12.7,3.24,9,12.9,7,,7/12/24,N,Y,-,2/28/24,Y,1,12,3.44,4,10.2,4.4,,8/15/24,Y,1,13.3,3.67,6,11.6,4.5,,9/17/24,Y,1,13.6,4.28,14,13.5,6.7,2 lateral stems at base. 
393,2024-0240-4,2024-0240,4,T,18 - 4,5/3/24,Y,N,Y,1.62,2,1.3,NA,NA,0,Y,N,N,N,Broken stem; resprouting.,6/13/24,Y,N,Y,1,1.1,1.99,0,NA,NA,,7/12/24,Y,N,3/18/24,,Y,1,2.5,1.61,0,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
394,2024-0275-3,2024-0275,3,F,105 - 3,5/3/24,N,Y,Y,2.07,1,14.3,8.6,4.6,10,Y,N,Y,Y,,6/13/24,N,Y,Y,1,19.6,2.74,12,10.4,4.4,,7/12/24,N,Y,-,4/1/24,Y,1,19.9,2.8,11,8.6,4.4,,8/15/24,Y,1,20.1,3.52,11,10.1,4.5,,9/17/24,Y,1,19.9,3.42,11,10.3,4.4,
395,2024-0228-2,2024-0228,2,F,4 - 2,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
396,2024-0246-24,2024-0246,24,T,27 - 24,5/3/24,Y,Y,Y,2.01,1,11.3,6.1,3.9,5,Y,Y,N,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,14.7,2.84,7,11.6,5.6,,7/12/24,Y,Y,3/18/24,4/15/24,Y,1,15.5,3.27,7,11.7,5.1,,8/15/24,Y,1,15.3,4.47,7,11.5,5.2,,9/17/24,Y,1,15.5,4.97,12,11.4,5.1,
